,Hourly AC System Output (W),Hourly Plane of Array Irradiance (W/m2),Hourly Beam irradiance (W/m^2),Hourly Diffuse Irradiance (W/m2),Hourly Ambient Temperature (C),Hourly DC Array output (Wdc),Hourly Cell Temperature (C),Hourly Wind Speed (m/s)
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
1,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,9.0
2,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,9.0
3,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,9.0
4,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,8.0
5,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,8.0
6,0.0,0.0,0.0,0.0,-3.0,0.0,-3.0,7.0
7,0.0,0.0,0.0,0.0,-3.0,0.0,-3.0,7.0
8,0.0,4.92,0.0,6.0,-2.0,20.051,-3.119,7.0
9,429.025,117.796,89.0,89.0,-2.0,458.66,-1.302,7.0
10,331.952,88.728,0.0,107.0,-2.0,359.424,-1.647,7.0
11,456.11,120.732,6.0,149.0,-2.0,486.365,-1.077,6.0
12,549.49,149.992,199.0,201.0,-2.0,581.937,-0.517,6.0
13,479.903,126.411,609.0,184.0,-2.0,510.707,-1.007,7.0
14,431.225,113.978,120.0,161.0,-2.0,460.909,-1.232,7.0
15,290.316,77.844,14.0,100.0,-3.0,316.889,-2.828,7.0
16,152.243,42.938,146.0,57.0,-4.0,175.959,-4.429,7.0
17,0.0,0.0,0.0,0.0,-4.0,0.0,-4.0,7.0
18,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0,7.0
19,0.0,0.0,0.0,0.0,-6.0,0.0,-6.0,7.0
20,0.0,0.0,0.0,0.0,-6.0,0.0,-6.0,7.0
21,0.0,0.0,0.0,0.0,-6.0,0.0,-6.0,7.0
22,0.0,0.0,0.0,0.0,-7.0,0.0,-7.0,7.0
23,0.0,0.0,0.0,0.0,-7.0,0.0,-7.0,7.0
24,0.0,0.0,0.0,0.0,-7.0,0.0,-7.0,8.0
25,0.0,0.0,0.0,0.0,-8.0,0.0,-8.0,8.0
26,0.0,0.0,0.0,0.0,-8.0,0.0,-8.0,8.0
27,0.0,0.0,0.0,0.0,-9.0,0.0,-9.0,7.0
28,0.0,0.0,0.0,0.0,-9.0,0.0,-9.0,7.0
29,0.0,0.0,0.0,0.0,-9.0,0.0,-9.0,7.0
30,0.0,0.0,0.0,0.0,-9.0,0.0,-9.0,7.0
31,0.0,0.0,0.0,0.0,-10.0,0.0,-10.0,6.0
32,427.54,116.661,158.0,36.0,-10.0,457.141,-9.274,6.0
33,237.161,62.624,0.0,73.0,-10.0,262.612,-10.074,6.0
34,451.174,116.216,18.0,134.0,-10.0,481.315,-9.199,6.0
35,549.758,142.807,41.0,172.0,-9.0,582.212,-7.66,6.0
36,568.162,147.283,79.0,198.0,-9.0,601.059,-7.357,5.0
37,522.358,134.021,116.0,194.0,-8.0,554.16,-6.612,5.0
38,426.904,110.178,19.0,143.0,-8.0,456.49,-7.105,5.0
39,308.579,80.799,91.0,110.0,-8.0,335.544,-7.674,4.0
40,143.9,39.998,439.0,48.0,-9.0,167.449,-9.661,4.0
41,0.0,0.0,0.0,0.0,-9.0,0.0,-9.0,4.0
42,0.0,0.0,0.0,0.0,-10.0,0.0,-10.0,4.0
43,0.0,0.0,0.0,0.0,-10.0,0.0,-10.0,4.0
44,0.0,0.0,0.0,0.0,-10.0,0.0,-10.0,4.0
45,0.0,0.0,0.0,0.0,-10.0,0.0,-10.0,3.0
46,0.0,0.0,0.0,0.0,-10.0,0.0,-10.0,3.0
47,0.0,0.0,0.0,0.0,-10.0,0.0,-10.0,3.0
48,0.0,0.0,0.0,0.0,-10.0,0.0,-10.0,3.0
49,0.0,0.0,0.0,0.0,-10.0,0.0,-10.0,2.0
50,0.0,0.0,0.0,0.0,-10.0,0.0,-10.0,2.0
51,0.0,0.0,0.0,0.0,-10.0,0.0,-10.0,2.0
52,0.0,0.0,0.0,0.0,-10.0,0.0,-10.0,2.0
53,0.0,0.0,0.0,0.0,-10.0,0.0,-10.0,2.0
54,0.0,0.0,0.0,0.0,-10.0,0.0,-10.0,2.0
55,0.0,0.0,0.0,0.0,-9.0,0.0,-9.0,2.0
56,499.647,138.963,226.0,34.0,-8.0,530.912,-6.274,2.0
57,267.283,71.022,2.0,81.0,-7.0,293.367,-6.7,2.0
58,484.964,128.237,40.0,138.0,-6.0,515.886,-4.306,2.0
59,723.199,239.419,802.0,112.0,-5.0,759.959,-0.528,3.0
60,358.492,120.925,832.0,114.0,-5.0,386.546,-3.203,3.0
61,312.172,83.063,815.0,113.0,-4.0,339.215,-3.595,4.0
62,285.915,76.421,772.0,101.0,-4.0,312.395,-3.83,4.0
63,230.416,62.468,679.0,79.0,-4.0,255.726,-4.179,3.0
64,137.692,39.073,460.0,47.0,-5.0,161.118,-5.943,2.0
65,0.0,0.0,0.0,0.0,-6.0,0.0,-6.0,2.0
66,0.0,0.0,0.0,0.0,-7.0,0.0,-7.0,2.0
67,0.0,0.0,0.0,0.0,-7.0,0.0,-7.0,2.0
68,0.0,0.0,0.0,0.0,-8.0,0.0,-8.0,3.0
69,0.0,0.0,0.0,0.0,-8.0,0.0,-8.0,3.0
70,0.0,0.0,0.0,0.0,-8.0,0.0,-8.0,3.0
71,0.0,0.0,0.0,0.0,-9.0,0.0,-9.0,3.0
72,0.0,0.0,0.0,0.0,-9.0,0.0,-9.0,3.0
73,0.0,0.0,0.0,0.0,-9.0,0.0,-9.0,3.0
74,0.0,0.0,0.0,0.0,-9.0,0.0,-9.0,3.0
75,0.0,0.0,0.0,0.0,-9.0,0.0,-9.0,3.0
76,0.0,0.0,0.0,0.0,-9.0,0.0,-9.0,3.0
77,0.0,0.0,0.0,0.0,-9.0,0.0,-9.0,4.0
78,0.0,0.0,0.0,0.0,-8.0,0.0,-8.0,4.0
79,0.0,0.0,0.0,0.0,-7.0,0.0,-7.0,4.0
80,153.433,44.242,31.0,27.0,-6.0,177.173,-6.746,4.0
81,1035.799,302.421,664.0,60.0,-4.0,1081.081,1.161,4.0
82,763.893,223.331,387.0,121.0,-1.0,801.706,2.423,5.0
83,641.712,202.941,519.0,133.0,0.0,676.411,2.562,6.0
84,446.513,134.14,454.0,162.0,0.0,476.546,1.499,5.0
85,394.462,106.041,450.0,156.0,1.0,423.316,1.832,5.0
86,341.17,92.271,422.0,132.0,1.0,368.843,1.513,5.0
87,193.535,54.142,558.0,70.0,0.0,218.086,-0.298,4.0
88,137.205,39.808,24.0,51.0,0.0,160.622,-0.706,4.0
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
93,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,4.0
94,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,4.0
95,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,4.0
96,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,4.0
97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
100,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0
101,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0
102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
104,31.932,13.183,0.0,16.0,0.0,53.311,-1.233,5.0
105,64.569,21.424,0.0,26.0,0.0,86.568,-1.048,5.0
106,396.569,106.956,8.0,126.0,1.0,425.469,1.661,5.0
107,181.727,51.367,0.0,62.0,1.0,206.038,0.706,5.0
108,129.631,38.062,0.0,46.0,1.0,152.897,0.349,5.0
109,80.676,25.608,0.0,31.0,1.0,102.984,0.081,5.0
110,37.973,14.835,0.0,18.0,2.0,59.467,0.852,5.0
111,37.9,14.815,0.0,18.0,2.0,59.392,0.833,5.0
112,164.061,47.026,255.0,62.0,2.0,188.014,1.47,5.0
113,0.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0
114,0.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0
115,0.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0
116,0.0,0.0,0.0,0.0,3.0,0.0,3.0,5.0
117,0.0,0.0,0.0,0.0,3.0,0.0,3.0,5.0
118,0.0,0.0,0.0,0.0,3.0,0.0,3.0,5.0
119,0.0,0.0,0.0,0.0,3.0,0.0,3.0,5.0
120,0.0,0.0,0.0,0.0,3.0,0.0,3.0,5.0
121,0.0,0.0,0.0,0.0,3.0,0.0,3.0,4.0
122,0.0,0.0,0.0,0.0,3.0,0.0,3.0,4.0
123,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0
124,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0
125,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0
126,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0
127,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0
128,0.0,4.92,0.0,6.0,5.0,19.489,3.632,5.0
129,213.559,60.759,0.0,71.0,6.0,238.52,5.751,5.0
130,46.212,17.305,0.0,21.0,7.0,67.861,5.994,5.0
131,362.06,100.175,0.0,123.0,7.0,390.193,7.558,5.0
132,259.76,73.535,0.0,89.0,8.0,285.685,8.155,6.0
133,90.28,28.924,0.0,35.0,8.0,112.775,7.33,6.0
134,227.19,65.189,0.0,79.0,9.0,252.434,8.904,5.0
135,67.625,23.082,0.0,28.0,9.0,89.683,8.134,5.0
136,70.927,23.943,0.0,29.0,9.0,93.048,8.08,5.0
137,0.0,0.0,0.0,0.0,9.0,0.0,9.0,6.0
138,0.0,0.0,0.0,0.0,9.0,0.0,9.0,6.0
139,0.0,0.0,0.0,0.0,10.0,0.0,10.0,6.0
140,0.0,0.0,0.0,0.0,11.0,0.0,11.0,6.0
141,0.0,0.0,0.0,0.0,11.0,0.0,11.0,6.0
142,0.0,0.0,0.0,0.0,11.0,0.0,11.0,6.0
143,0.0,0.0,0.0,0.0,11.0,0.0,11.0,6.0
144,0.0,0.0,0.0,0.0,11.0,0.0,11.0,6.0
145,0.0,0.0,0.0,0.0,11.0,0.0,11.0,6.0
146,0.0,0.0,0.0,0.0,11.0,0.0,11.0,6.0
147,0.0,0.0,0.0,0.0,11.0,0.0,11.0,6.0
148,0.0,0.0,0.0,0.0,11.0,0.0,11.0,5.0
149,0.0,0.0,0.0,0.0,11.0,0.0,11.0,5.0
150,0.0,0.0,0.0,0.0,11.0,0.0,11.0,5.0
151,0.0,0.0,0.0,0.0,11.0,0.0,11.0,5.0
152,383.676,115.508,170.0,30.0,11.0,412.289,11.869,5.0
153,252.348,73.112,5.0,82.0,12.0,278.117,12.204,6.0
154,660.847,200.005,253.0,140.0,14.0,696.024,16.415,6.0
155,543.2,158.48,71.0,184.0,15.0,575.497,16.86,6.0
156,528.557,158.189,206.0,206.0,16.0,560.505,17.64,7.0
157,493.747,141.4,96.0,198.0,17.0,524.875,18.381,7.0
158,389.942,112.547,17.0,146.0,17.0,418.695,17.898,7.0
159,219.197,65.131,0.0,81.0,16.0,244.275,16.106,6.0
160,80.786,27.274,0.0,33.0,15.0,103.097,14.36,6.0
161,0.0,0.0,0.0,0.0,14.0,0.0,14.0,6.0
162,0.0,0.0,0.0,0.0,13.0,0.0,13.0,6.0
163,0.0,0.0,0.0,0.0,13.0,0.0,13.0,6.0
164,0.0,0.0,0.0,0.0,13.0,0.0,13.0,6.0
165,0.0,0.0,0.0,0.0,12.0,0.0,12.0,5.0
166,0.0,0.0,0.0,0.0,12.0,0.0,12.0,5.0
167,0.0,0.0,0.0,0.0,11.0,0.0,11.0,5.0
168,0.0,0.0,0.0,0.0,11.0,0.0,11.0,5.0
169,0.0,0.0,0.0,0.0,11.0,0.0,11.0,5.0
170,0.0,0.0,0.0,0.0,11.0,0.0,11.0,5.0
171,0.0,0.0,0.0,0.0,10.0,0.0,10.0,5.0
172,0.0,0.0,0.0,0.0,10.0,0.0,10.0,5.0
173,0.0,0.0,0.0,0.0,10.0,0.0,10.0,5.0
174,0.0,0.0,0.0,0.0,10.0,0.0,10.0,5.0
175,0.0,0.0,0.0,0.0,10.0,0.0,10.0,6.0
176,370.272,111.781,170.0,27.0,11.0,398.587,11.669,7.0
177,584.687,175.367,245.0,84.0,13.0,617.984,14.682,8.0
178,597.316,177.773,164.0,148.0,15.0,630.92,16.659,9.0
179,199.364,59.716,0.0,72.0,16.0,224.033,16.037,10.0
180,58.531,21.473,0.0,26.0,17.0,80.414,16.438,9.0
181,19.233,10.721,0.0,13.0,16.0,40.374,15.189,8.0
182,219.725,65.239,0.0,79.0,16.0,244.814,15.982,7.0
183,102.07,33.036,0.0,40.0,15.0,124.794,14.51,7.0
184,22.342,11.507,0.0,14.0,15.0,43.541,14.128,7.0
185,0.0,0.0,0.0,0.0,14.0,0.0,14.0,7.0
186,0.0,0.0,0.0,0.0,14.0,0.0,14.0,7.0
187,0.0,0.0,0.0,0.0,15.0,0.0,15.0,7.0
188,0.0,0.0,0.0,0.0,15.0,0.0,15.0,8.0
189,0.0,0.0,0.0,0.0,15.0,0.0,15.0,9.0
190,0.0,0.0,0.0,0.0,14.0,0.0,14.0,9.0
191,0.0,0.0,0.0,0.0,10.0,0.0,10.0,9.0
192,0.0,0.0,0.0,0.0,5.0,0.0,5.0,8.0
193,0.0,0.0,0.0,0.0,4.0,0.0,4.0,8.0
194,0.0,0.0,0.0,0.0,3.0,0.0,3.0,8.0
195,0.0,0.0,0.0,0.0,3.0,0.0,3.0,7.0
196,0.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0
197,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0
198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
200,276.08,80.436,104.0,28.0,2.0,302.35,2.098,4.0
201,600.523,171.496,217.0,89.0,3.0,634.206,5.327,4.0
202,611.917,172.722,142.0,149.0,4.0,645.879,6.227,5.0
203,671.805,211.326,458.0,149.0,5.0,707.257,8.433,4.0
204,537.232,157.506,269.0,201.0,6.0,569.387,8.322,4.0
205,240.915,68.319,849.0,84.0,7.0,266.445,7.27,3.0
206,365.493,101.199,372.0,147.0,7.0,393.701,7.839,3.0
207,233.895,66.138,440.0,90.0,6.0,259.278,6.072,2.0
208,136.619,40.189,449.0,49.0,4.0,160.023,2.435,0.0
209,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0
210,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0
211,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0
212,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
213,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
224,615.347,178.474,340.0,27.0,1.0,649.394,3.038,5.0
225,998.183,297.357,632.0,56.0,3.0,1042.388,7.69,5.0
226,749.588,221.44,339.0,132.0,5.0,787.029,8.404,5.0
227,639.492,184.151,163.0,192.0,6.0,674.136,8.549,5.0
228,521.781,143.912,26.0,184.0,7.0,553.568,8.7,5.0
229,157.512,46.38,0.0,56.0,7.0,181.333,6.692,4.0
230,158.376,46.359,0.0,56.0,6.0,182.215,5.466,4.0
231,59.276,20.601,0.0,25.0,6.0,81.174,4.888,4.0
232,14.56,9.033,0.0,11.0,6.0,35.614,4.755,5.0
233,0.0,0.0,0.0,0.0,7.0,0.0,7.0,5.0
234,0.0,0.0,0.0,0.0,8.0,0.0,8.0,6.0
235,0.0,0.0,0.0,0.0,9.0,0.0,9.0,6.0
236,0.0,0.0,0.0,0.0,10.0,0.0,10.0,5.0
237,0.0,0.0,0.0,0.0,10.0,0.0,10.0,5.0
238,0.0,0.0,0.0,0.0,9.0,0.0,9.0,5.0
239,0.0,0.0,0.0,0.0,7.0,0.0,7.0,5.0
240,0.0,0.0,0.0,0.0,6.0,0.0,6.0,5.0
241,0.0,0.0,0.0,0.0,6.0,0.0,6.0,5.0
242,0.0,0.0,0.0,0.0,5.0,0.0,5.0,6.0
243,0.0,0.0,0.0,0.0,4.0,0.0,4.0,6.0
244,0.0,0.0,0.0,0.0,3.0,0.0,3.0,6.0
245,0.0,0.0,0.0,0.0,3.0,0.0,3.0,6.0
246,0.0,0.0,0.0,0.0,2.0,0.0,2.0,6.0
247,0.0,0.0,0.0,0.0,2.0,0.0,2.0,6.0
248,0.0,4.098,0.0,5.0,2.0,16.432,0.756,6.0
249,56.958,19.768,0.0,24.0,3.0,78.812,2.139,7.0
250,167.052,48.02,0.0,58.0,3.0,191.066,2.61,7.0
251,66.795,22.291,0.0,27.0,3.0,88.837,2.227,7.0
252,108.393,33.083,0.0,40.0,4.0,131.241,3.308,6.0
253,114.808,34.738,0.0,42.0,4.0,137.782,3.352,6.0
254,146.994,43.029,0.0,52.0,4.0,170.605,3.436,5.0
255,250.964,69.647,0.0,87.0,3.0,276.704,2.958,4.0
256,31.475,13.157,0.0,16.0,2.0,52.845,0.389,2.0
257,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0
258,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
262,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,1.0
263,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,1.0
264,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,1.0
265,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,1.0
266,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0
267,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0
268,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0
269,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0
270,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0
271,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0
272,544.529,157.267,271.0,30.0,0.0,576.858,3.492,0.0
273,980.87,295.792,592.0,65.0,1.0,1024.584,12.263,0.0
274,966.719,306.456,710.0,88.0,2.0,1010.034,14.979,0.0
275,702.11,244.485,787.0,95.0,3.0,738.329,13.703,0.0
276,365.026,137.188,816.0,98.0,4.0,393.225,7.391,1.0
277,255.526,71.602,829.0,89.0,5.0,281.361,5.525,1.0
278,243.118,68.229,787.0,83.0,5.0,268.694,5.015,1.0
279,197.87,56.151,689.0,72.0,4.0,222.509,3.562,1.0
280,136.988,40.022,482.0,49.0,2.0,160.4,0.9,1.0
281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
287,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,2.0
288,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,1.0
289,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,1.0
290,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,1.0
291,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,1.0
292,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,1.0
293,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,1.0
294,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,1.0
295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
296,2.531,5.742,0.0,7.0,0.0,23.361,-2.677,1.0
297,341.772,93.328,29.0,89.0,0.0,369.458,0.433,2.0
298,569.555,156.907,90.0,151.0,1.0,602.485,3.598,2.0
299,523.906,142.275,24.0,171.0,2.0,555.744,4.425,2.0
300,310.364,85.202,0.0,104.0,3.0,337.368,3.747,2.0
301,231.89,64.741,0.0,78.0,3.0,257.231,2.942,2.0
302,158.32,45.528,0.0,55.0,2.0,182.158,1.302,2.0
303,12.052,8.223,0.0,10.0,2.0,33.059,0.153,2.0
304,0.0,3.279,0.0,4.0,1.0,13.238,-0.854,3.0
305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
308,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,3.0
309,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,4.0
310,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,4.0
311,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,4.0
312,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,4.0
313,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,4.0
314,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,4.0
315,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,3.0
316,0.0,0.0,0.0,0.0,-3.0,0.0,-3.0,3.0
317,0.0,0.0,0.0,0.0,-4.0,0.0,-4.0,3.0
318,0.0,0.0,0.0,0.0,-4.0,0.0,-4.0,3.0
319,0.0,0.0,0.0,0.0,-3.0,0.0,-3.0,3.0
320,0.0,4.098,0.0,5.0,-3.0,16.807,-4.644,4.0
321,52.074,18.114,0.0,22.0,-2.0,73.835,-3.136,5.0
322,101.685,30.554,0.0,37.0,-2.0,124.402,-2.867,5.0
323,672.391,185.546,138.0,197.0,-1.0,707.858,1.221,5.0
324,340.375,91.303,0.0,112.0,-1.0,368.031,-0.466,6.0
325,361.124,96.55,0.0,120.0,-1.0,389.236,-0.498,6.0
326,147.225,42.2,0.0,51.0,-1.0,170.841,-1.501,5.0
327,130.828,38.025,0.0,46.0,-1.0,154.118,-1.778,4.0
328,32.07,13.157,0.0,16.0,-1.0,53.452,-2.347,4.0
329,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,4.0
330,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,4.0
331,0.0,0.0,0.0,0.0,-3.0,0.0,-3.0,4.0
332,0.0,0.0,0.0,0.0,-3.0,0.0,-3.0,4.0
333,0.0,0.0,0.0,0.0,-3.0,0.0,-3.0,4.0
334,0.0,0.0,0.0,0.0,-4.0,0.0,-4.0,4.0
335,0.0,0.0,0.0,0.0,-4.0,0.0,-4.0,4.0
336,0.0,0.0,0.0,0.0,-4.0,0.0,-4.0,4.0
337,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0,5.0
338,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0,5.0
339,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0,5.0
340,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0,5.0
341,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0,5.0
342,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0,5.0
343,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0,5.0
344,42.845,15.673,0.0,19.0,-4.0,64.431,-5.196,5.0
345,245.986,66.354,0.0,77.0,-4.0,271.621,-4.168,5.0
346,391.188,103.371,0.0,124.0,-3.0,419.968,-2.348,5.0
347,713.2,199.773,206.0,195.0,-2.0,749.703,0.621,5.0
348,577.762,154.39,50.0,203.0,-2.0,610.891,0.19,4.0
349,311.37,83.587,644.0,119.0,-2.0,338.396,-1.504,4.0
350,333.673,89.203,520.0,127.0,-2.0,361.182,-1.536,4.0
351,304.957,81.922,636.0,105.0,-2.0,331.845,-1.639,3.0
352,190.296,52.633,423.0,69.0,-3.0,214.78,-3.41,3.0
353,0.0,0.0,0.0,0.0,-3.0,0.0,-3.0,2.0
354,0.0,0.0,0.0,0.0,-3.0,0.0,-3.0,2.0
355,0.0,0.0,0.0,0.0,-4.0,0.0,-4.0,1.0
356,0.0,0.0,0.0,0.0,-4.0,0.0,-4.0,0.0
357,0.0,0.0,0.0,0.0,-4.0,0.0,-4.0,0.0
358,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0,0.0
359,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0,0.0
360,0.0,0.0,0.0,0.0,-6.0,0.0,-6.0,0.0
361,0.0,0.0,0.0,0.0,-6.0,0.0,-6.0,1.0
362,0.0,0.0,0.0,0.0,-6.0,0.0,-6.0,1.0
363,0.0,0.0,0.0,0.0,-7.0,0.0,-7.0,1.0
364,0.0,0.0,0.0,0.0,-7.0,0.0,-7.0,1.0
365,0.0,0.0,0.0,0.0,-8.0,0.0,-8.0,1.0
366,0.0,0.0,0.0,0.0,-8.0,0.0,-8.0,1.0
367,0.0,0.0,0.0,0.0,-7.0,0.0,-7.0,2.0
368,421.243,116.386,149.0,32.0,-5.0,450.7,-4.029,3.0
369,904.062,255.891,451.0,70.0,-4.0,945.633,0.844,3.0
370,996.981,301.165,714.0,69.0,-2.0,1041.151,4.359,3.0
371,745.536,237.219,624.0,116.0,0.0,782.872,4.277,4.0
372,428.374,157.442,856.0,112.0,0.0,457.993,2.348,4.0
373,294.41,79.953,850.0,110.0,0.0,321.071,0.429,4.0
374,277.999,76.025,622.0,105.0,1.0,304.309,1.197,3.0
375,255.992,70.068,459.0,96.0,0.0,281.837,0.038,2.0
376,189.445,53.042,155.0,71.0,0.0,213.912,-0.582,1.0
377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
380,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,2.0
381,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,2.0
382,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,3.0
383,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,3.0
384,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,3.0
385,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,2.0
386,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,2.0
387,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,2.0
388,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,2.0
389,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,2.0
390,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,2.0
391,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,2.0
392,55.136,19.01,0.0,23.0,0.0,76.955,-1.489,3.0
393,117.22,34.709,0.0,42.0,0.0,140.241,-1.034,3.0
394,1103.858,331.074,701.0,104.0,1.0,1151.127,6.787,4.0
395,371.056,100.669,0.0,123.0,2.0,399.388,3.291,4.0
396,613.972,167.99,68.0,221.0,3.0,647.985,5.009,5.0
