,Hourly AC System Output (W),Hourly Plane of Array Irradiance (W/m2),Hourly Beam irradiance (W/m^2),Hourly Diffuse Irradiance (W/m2),Hourly Ambient Temperature (C),Hourly DC Array output (Wdc),Hourly Cell Temperature (C),Hourly Wind Speed (m/s)
7102,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0
7103,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0
7104,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0
7105,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0
7106,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0
7107,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0
7108,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0
7109,0.0,0.0,0.0,0.0,8.0,0.0,8.0,1.0
7110,0.0,0.0,0.0,0.0,8.0,0.0,8.0,1.0
7111,0.0,1.637,0.0,2.0,8.0,6.436,5.383,1.0
7112,1.732,5.75,0.0,7.0,8.0,22.548,6.01,2.0
7113,49.343,18.148,0.0,22.0,8.0,71.052,6.377,2.0
7114,216.259,62.266,0.0,75.0,9.0,241.277,8.751,3.0
7115,152.498,45.631,0.0,55.0,10.0,176.219,9.527,4.0
7116,298.48,84.526,0.0,102.0,10.0,325.229,10.361,4.0
7117,120.98,37.296,0.0,45.0,10.0,144.075,9.457,5.0
7118,183.64,53.9,0.0,65.0,10.0,207.989,9.706,5.0
7119,118.12,36.369,0.0,44.0,9.0,141.159,8.377,5.0
7120,42.468,16.46,0.0,20.0,9.0,64.046,7.804,4.0
7121,0.0,1.636,0.0,2.0,8.0,6.411,6.219,3.0
7122,0.0,0.0,0.0,0.0,7.0,0.0,7.0,3.0
7123,0.0,0.0,0.0,0.0,7.0,0.0,7.0,3.0
7124,0.0,0.0,0.0,0.0,6.0,0.0,6.0,3.0
7125,0.0,0.0,0.0,0.0,6.0,0.0,6.0,4.0
7126,0.0,0.0,0.0,0.0,6.0,0.0,6.0,4.0
7127,0.0,0.0,0.0,0.0,6.0,0.0,6.0,5.0
7128,0.0,0.0,0.0,0.0,6.0,0.0,6.0,4.0
7129,0.0,0.0,0.0,0.0,6.0,0.0,6.0,4.0
7130,0.0,0.0,0.0,0.0,6.0,0.0,6.0,4.0
7131,0.0,0.0,0.0,0.0,6.0,0.0,6.0,5.0
7132,0.0,0.0,0.0,0.0,6.0,0.0,6.0,5.0
7133,0.0,0.0,0.0,0.0,6.0,0.0,6.0,5.0
7134,0.0,0.0,0.0,0.0,6.0,0.0,6.0,5.0
7135,807.124,227.738,316.0,29.0,7.0,846.075,10.047,5.0
7136,1451.875,415.22,626.0,59.0,8.0,1510.038,14.366,6.0
7137,1573.696,459.117,753.0,75.0,9.0,1635.965,16.394,6.0
7138,1392.262,420.776,811.0,85.0,11.0,1448.472,17.14,7.0
7139,988.378,325.24,832.0,93.0,14.0,1032.304,18.59,7.0
7140,492.192,191.018,833.0,96.0,15.0,523.283,17.337,7.0
7141,260.857,76.577,796.0,102.0,16.0,286.805,16.412,6.0
7142,506.192,144.224,39.0,201.0,16.0,537.612,17.457,6.0
7143,387.603,110.919,121.0,156.0,15.0,416.303,15.945,6.0
7144,157.101,47.731,471.0,60.0,14.0,180.914,13.754,5.0
7145,17.476,10.089,80.0,13.0,13.0,38.585,11.741,4.0
7146,0.0,0.0,0.0,0.0,13.0,0.0,13.0,4.0
7147,0.0,0.0,0.0,0.0,13.0,0.0,13.0,4.0
7148,0.0,0.0,0.0,0.0,13.0,0.0,13.0,4.0
7149,0.0,0.0,0.0,0.0,12.0,0.0,12.0,4.0
7150,0.0,0.0,0.0,0.0,12.0,0.0,12.0,4.0
7151,0.0,0.0,0.0,0.0,12.0,0.0,12.0,4.0
7152,0.0,0.0,0.0,0.0,12.0,0.0,12.0,3.0
7153,0.0,0.0,0.0,0.0,12.0,0.0,12.0,3.0
7154,0.0,0.0,0.0,0.0,11.0,0.0,11.0,2.0
7155,0.0,0.0,0.0,0.0,11.0,0.0,11.0,1.0
7156,0.0,0.0,0.0,0.0,11.0,0.0,11.0,1.0
7157,0.0,0.0,0.0,0.0,10.0,0.0,10.0,1.0
7158,0.0,0.0,0.0,0.0,10.0,0.0,10.0,1.0
7159,226.51,67.145,50.0,30.0,12.0,251.739,11.749,1.0
7160,1348.513,399.901,590.0,65.0,13.0,1403.312,22.19,2.0
7161,1485.044,451.282,721.0,86.0,15.0,1544.31,25.222,3.0
7162,1329.571,420.045,797.0,95.0,17.0,1383.765,26.6,3.0
7163,961.877,326.604,826.0,102.0,18.0,1005.055,25.308,3.0
7164,480.728,191.162,838.0,101.0,19.0,511.551,22.846,3.0
7165,246.731,73.811,826.0,97.0,19.0,272.382,19.664,3.0
7166,497.458,144.184,24.0,189.0,19.0,528.673,21.06,3.0
7167,383.682,111.729,159.0,157.0,18.0,412.295,19.673,2.0
7168,204.399,61.421,96.0,82.0,17.0,229.172,17.247,1.0
7169,16.119,9.79,50.0,12.0,15.0,37.202,13.183,1.0
7170,0.0,0.0,0.0,0.0,14.0,0.0,14.0,1.0
7171,0.0,0.0,0.0,0.0,14.0,0.0,14.0,1.0
7172,0.0,0.0,0.0,0.0,13.0,0.0,13.0,3.0
7173,0.0,0.0,0.0,0.0,12.0,0.0,12.0,4.0
7174,0.0,0.0,0.0,0.0,11.0,0.0,11.0,3.0
7175,0.0,0.0,0.0,0.0,10.0,0.0,10.0,3.0
7176,0.0,0.0,0.0,0.0,10.0,0.0,10.0,3.0
7177,0.0,0.0,0.0,0.0,9.0,0.0,9.0,3.0
7178,0.0,0.0,0.0,0.0,8.0,0.0,8.0,3.0
7179,0.0,0.0,0.0,0.0,8.0,0.0,8.0,3.0
7180,0.0,0.0,0.0,0.0,8.0,0.0,8.0,3.0
7181,0.0,0.0,0.0,0.0,8.0,0.0,8.0,4.0
7182,0.0,0.0,0.0,0.0,8.0,0.0,8.0,4.0
7183,258.595,74.725,57.0,32.0,8.0,284.496,8.04,4.0
7184,114.987,35.537,0.0,43.0,9.0,137.964,8.317,4.0
7185,227.82,65.645,0.0,79.0,10.0,253.077,9.916,4.0
7186,170.231,50.575,0.0,61.0,11.0,194.309,10.698,5.0
7187,436.898,122.779,0.0,150.0,12.0,466.711,13.108,5.0
7188,358.366,101.579,0.0,124.0,12.0,386.417,12.936,4.0
7189,412.244,116.735,0.0,146.0,13.0,441.498,14.241,4.0
7190,429.083,121.362,0.0,155.0,13.0,458.718,14.377,4.0
7191,106.912,33.874,0.0,41.0,12.0,129.731,11.42,4.0
7192,60.355,21.426,0.0,26.0,12.0,82.273,10.828,3.0
7193,0.0,0.818,0.0,1.0,11.0,3.161,9.264,3.0
7194,0.0,0.0,0.0,0.0,10.0,0.0,10.0,3.0
7195,0.0,0.0,0.0,0.0,9.0,0.0,9.0,3.0
7196,0.0,0.0,0.0,0.0,8.0,0.0,8.0,3.0
7197,0.0,0.0,0.0,0.0,7.0,0.0,7.0,2.0
7198,0.0,0.0,0.0,0.0,6.0,0.0,6.0,2.0
7199,0.0,0.0,0.0,0.0,5.0,0.0,5.0,2.0
7200,0.0,0.0,0.0,0.0,4.0,0.0,4.0,2.0
7201,0.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0
7202,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0
7203,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
7204,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
7205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7207,874.485,247.361,372.0,26.0,2.0,915.246,9.673,0.0
7208,1478.471,438.911,709.0,54.0,4.0,1537.517,21.328,0.0
7209,1553.863,481.937,840.0,69.0,8.0,1615.453,28.112,0.0
7210,1385.436,437.191,903.0,77.0,10.0,1441.423,24.163,1.0
7211,982.734,334.738,929.0,83.0,11.0,1026.5,21.742,1.0
7212,476.473,190.51,937.0,84.0,12.0,507.198,16.436,2.0
7213,258.205,74.949,919.0,83.0,13.0,284.097,13.739,2.0
7214,214.61,62.997,879.0,77.0,13.0,239.594,12.988,2.0
7215,192.619,56.784,796.0,67.0,12.0,217.151,11.752,2.0
7216,130.789,39.813,617.0,49.0,10.0,154.078,9.04,1.0
7217,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0
7218,0.0,0.0,0.0,0.0,7.0,0.0,7.0,1.0
7219,0.0,0.0,0.0,0.0,6.0,0.0,6.0,1.0
7220,0.0,0.0,0.0,0.0,5.0,0.0,5.0,1.0
7221,0.0,0.0,0.0,0.0,4.0,0.0,4.0,1.0
7222,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0
7223,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0
7224,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
7225,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
7226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7231,827.204,230.852,346.0,25.0,1.0,866.69,6.159,1.0
7232,1488.282,427.071,691.0,55.0,3.0,1547.656,13.62,2.0
7233,1584.148,472.458,827.0,70.0,7.0,1646.777,19.447,2.0
7234,1374.261,428.914,889.0,79.0,10.0,1429.887,21.375,2.0
7235,964.548,327.867,918.0,84.0,12.0,1007.801,20.491,2.0
7236,460.215,185.021,924.0,85.0,13.0,490.563,17.264,2.0
7237,259.782,75.371,905.0,84.0,13.0,285.707,13.731,2.0
7238,215.626,63.563,861.0,78.0,14.0,240.631,14.024,2.0
7239,194.087,57.428,772.0,68.0,13.0,218.649,12.746,1.0
7240,129.831,39.738,588.0,49.0,11.0,153.101,10.064,1.0
7241,0.0,0.0,0.0,0.0,8.0,0.0,8.0,1.0
7242,0.0,0.0,0.0,0.0,6.0,0.0,6.0,1.0
7243,0.0,0.0,0.0,0.0,6.0,0.0,6.0,1.0
7244,0.0,0.0,0.0,0.0,5.0,0.0,5.0,1.0
7245,0.0,0.0,0.0,0.0,5.0,0.0,5.0,1.0
7246,0.0,0.0,0.0,0.0,4.0,0.0,4.0,1.0
7247,0.0,0.0,0.0,0.0,4.0,0.0,4.0,1.0
7248,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0
7249,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0
7250,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0
7251,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0
7252,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0
7253,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
7254,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
7255,778.258,218.223,328.0,24.0,2.0,816.447,6.727,1.0
7256,1436.764,415.884,676.0,55.0,5.0,1494.429,15.234,2.0
7257,1542.933,464.537,817.0,71.0,9.0,1604.151,21.153,2.0
7258,1342.767,423.706,886.0,80.0,12.0,1397.382,23.174,2.0
7259,944.851,323.877,920.0,84.0,14.0,987.552,21.258,3.0
7260,446.162,181.489,931.0,85.0,15.0,476.188,18.571,3.0
7261,252.436,74.344,921.0,82.0,16.0,278.206,16.599,3.0
7262,209.526,62.476,881.0,76.0,16.0,234.405,16.021,3.0
7263,184.537,55.367,798.0,65.0,15.0,208.904,14.769,2.0
7264,136.086,41.781,620.0,47.0,13.0,159.48,12.171,1.0
7265,0.0,0.0,0.0,0.0,9.0,0.0,9.0,1.0
7266,0.0,0.0,0.0,0.0,7.0,0.0,7.0,1.0
7267,0.0,0.0,0.0,0.0,7.0,0.0,7.0,1.0
7268,0.0,0.0,0.0,0.0,6.0,0.0,6.0,2.0
7269,0.0,0.0,0.0,0.0,5.0,0.0,5.0,2.0
7270,0.0,0.0,0.0,0.0,5.0,0.0,5.0,2.0
7271,0.0,0.0,0.0,0.0,4.0,0.0,4.0,2.0
7272,0.0,0.0,0.0,0.0,4.0,0.0,4.0,2.0
7273,0.0,0.0,0.0,0.0,4.0,0.0,4.0,2.0
7274,0.0,0.0,0.0,0.0,4.0,0.0,4.0,2.0
7275,0.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0
7276,0.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0
7277,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0
7278,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0
7279,791.429,222.255,344.0,23.0,3.0,829.965,6.644,3.0
7280,1452.155,419.114,694.0,53.0,6.0,1510.328,14.169,4.0
7281,1541.575,461.793,827.0,68.0,10.0,1602.747,19.55,4.0
7282,1125.753,337.901,467.0,175.0,13.0,1173.671,19.025,5.0
7283,921.54,315.698,894.0,88.0,16.0,963.593,20.829,6.0
7284,417.689,170.584,886.0,93.0,17.0,447.066,19.251,6.0
7285,456.766,131.811,445.0,206.0,18.0,487.035,19.389,6.0
7286,504.553,145.296,86.0,204.0,18.0,535.934,19.765,5.0
7287,283.186,83.129,394.0,117.0,17.0,309.607,17.646,4.0
7288,156.24,47.918,250.0,64.0,16.0,180.036,15.711,4.0
7289,0.0,0.0,0.0,0.0,14.0,0.0,14.0,4.0
7290,0.0,0.0,0.0,0.0,14.0,0.0,14.0,4.0
7291,0.0,0.0,0.0,0.0,8.0,0.0,8.0,1.0
7292,0.0,0.0,0.0,0.0,8.0,0.0,8.0,1.0
7293,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0
7294,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0
7295,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0
7296,0.0,0.0,0.0,0.0,7.0,0.0,7.0,1.0
7297,0.0,0.0,0.0,0.0,7.0,0.0,7.0,1.0
7298,0.0,0.0,0.0,0.0,6.0,0.0,6.0,1.0
7299,0.0,0.0,0.0,0.0,6.0,0.0,6.0,1.0
7300,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0
7301,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0
7302,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0
7303,24.495,11.526,0.0,14.0,7.0,45.735,3.246,0.0
7304,289.067,81.286,9.0,85.0,8.0,315.613,7.543,0.0
7305,350.781,98.326,0.0,116.0,9.0,378.665,10.158,1.0
7306,376.087,106.157,0.0,128.0,11.0,404.531,12.548,1.0
7307,569.511,161.607,12.0,197.0,13.0,602.44,16.462,1.0
7308,500.643,142.256,3.0,179.0,14.0,531.932,16.513,2.0
7309,502.581,142.583,8.0,184.0,14.0,533.916,16.454,2.0
7310,341.826,98.59,0.0,123.0,15.0,369.514,16.254,2.0
7311,346.659,99.392,44.0,134.0,14.0,374.452,15.104,2.0
7312,29.054,13.156,0.0,16.0,13.0,50.38,11.449,1.0
7313,0.0,0.0,0.0,0.0,11.0,0.0,11.0,1.0
7314,0.0,0.0,0.0,0.0,10.0,0.0,10.0,2.0
7315,0.0,0.0,0.0,0.0,10.0,0.0,10.0,2.0
7316,0.0,0.0,0.0,0.0,9.0,0.0,9.0,2.0
7317,0.0,0.0,0.0,0.0,8.0,0.0,8.0,2.0
7318,0.0,0.0,0.0,0.0,8.0,0.0,8.0,2.0
7319,0.0,0.0,0.0,0.0,8.0,0.0,8.0,2.0
7320,0.0,0.0,0.0,0.0,8.0,0.0,8.0,2.0
7321,0.0,0.0,0.0,0.0,8.0,0.0,8.0,2.0
7322,0.0,0.0,0.0,0.0,7.0,0.0,7.0,3.0
7323,0.0,0.0,0.0,0.0,7.0,0.0,7.0,3.0
7324,0.0,0.0,0.0,0.0,7.0,0.0,7.0,3.0
7325,0.0,0.0,0.0,0.0,6.0,0.0,6.0,3.0
7326,0.0,0.0,0.0,0.0,6.0,0.0,6.0,3.0
7327,21.072,10.698,0.0,13.0,6.0,42.247,4.37,3.0
7328,132.338,39.718,0.0,48.0,7.0,155.658,6.141,3.0
7329,527.526,145.453,29.0,147.0,7.0,559.45,8.86,3.0
7330,681.362,188.858,45.0,205.0,8.0,717.056,10.892,4.0
7331,633.428,175.952,22.0,213.0,9.0,667.922,11.708,4.0
7332,456.931,126.623,0.0,158.0,9.0,487.204,10.362,5.0
7333,574.059,158.875,24.0,209.0,10.0,607.098,11.925,5.0
7334,309.958,87.655,0.0,108.0,10.0,336.953,10.575,5.0
7335,332.828,93.316,8.0,120.0,9.0,360.319,9.558,5.0
7336,128.951,39.053,0.0,48.0,8.0,152.204,7.426,4.0
7337,0.0,0.0,0.0,0.0,7.0,0.0,7.0,4.0
7338,0.0,0.0,0.0,0.0,7.0,0.0,7.0,4.0
7339,0.0,0.0,0.0,0.0,6.0,0.0,6.0,4.0
7340,0.0,0.0,0.0,0.0,6.0,0.0,6.0,5.0
7341,0.0,0.0,0.0,0.0,6.0,0.0,6.0,5.0
7342,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0
7343,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0
7344,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0
7345,0.0,0.0,0.0,0.0,4.0,0.0,4.0,5.0
7346,0.0,0.0,0.0,0.0,4.0,0.0,4.0,5.0
7347,0.0,0.0,0.0,0.0,4.0,0.0,4.0,5.0
7348,0.0,0.0,0.0,0.0,3.0,0.0,3.0,5.0
7349,0.0,0.0,0.0,0.0,3.0,0.0,3.0,5.0
7350,0.0,0.0,0.0,0.0,3.0,0.0,3.0,5.0
7351,18.301,9.871,0.0,12.0,3.0,39.424,1.716,5.0
7352,260.179,72.016,0.0,80.0,3.0,286.113,2.961,5.0
7353,188.822,53.862,0.0,65.0,4.0,213.277,3.742,6.0
7354,466.29,126.689,0.0,153.0,5.0,496.779,6.014,6.0
7355,235.157,66.46,0.0,80.0,6.0,260.566,6.05,6.0
7356,377.317,104.252,0.0,128.0,7.0,405.788,7.721,5.0
7357,80.937,26.473,0.0,32.0,8.0,103.251,7.257,5.0
7358,256.516,72.643,0.0,88.0,8.0,282.372,8.031,4.0
7359,336.62,93.514,24.0,125.0,7.0,364.194,7.591,4.0
7360,0.0,3.279,0.0,4.0,6.0,12.945,4.45,3.0
7361,0.0,0.0,0.0,0.0,5.0,0.0,5.0,3.0
7362,0.0,0.0,0.0,0.0,4.0,0.0,4.0,3.0
7363,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0
7364,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0
7365,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0
7366,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0
7367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
7368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
7369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
7370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
7371,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,3.0
7372,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,3.0
7373,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,3.0
7374,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,3.0
7375,528.097,146.701,206.0,22.0,0.0,560.034,1.747,3.0
7376,1319.886,373.336,603.0,61.0,1.0,1373.772,8.807,3.0
7377,1486.287,431.858,768.0,80.0,3.0,1545.595,11.776,4.0
7378,1312.672,398.036,852.0,89.0,4.0,1366.329,12.154,4.0
7379,891.69,298.614,897.0,91.0,5.0,932.921,11.627,3.0
7380,631.796,193.786,409.0,223.0,6.0,666.249,9.773,3.0
7381,593.044,162.37,205.0,241.0,7.0,626.544,9.708,3.0
7382,498.531,136.859,190.0,197.0,7.0,529.77,8.988,3.0
7383,302.716,84.257,0.0,107.0,6.0,329.555,6.601,3.0
7384,131.074,38.896,0.0,48.0,4.0,154.369,3.208,2.0
7385,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0
7386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
7388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7389,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,1.0
7390,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,1.0
7391,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,1.0
7392,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,1.0
7393,0.0,0.0,0.0,0.0,-3.0,0.0,-3.0,1.0
7394,0.0,0.0,0.0,0.0,-3.0,0.0,-3.0,1.0
7395,0.0,0.0,0.0,0.0,-4.0,0.0,-4.0,1.0
7396,0.0,0.0,0.0,0.0,-4.0,0.0,-4.0,1.0
7397,0.0,0.0,0.0,0.0,-4.0,0.0,-4.0,1.0
7398,0.0,0.0,0.0,0.0,-4.0,0.0,-4.0,1.0
7399,569.275,157.734,239.0,20.0,-2.0,602.198,0.655,1.0
7400,1316.103,376.706,628.0,56.0,0.0,1369.869,10.88,1.0
7401,1441.028,427.323,781.0,74.0,2.0,1498.833,15.6,1.0
7402,1258.739,391.212,857.0,84.0,4.0,1310.704,16.654,1.0
7403,855.139,291.495,891.0,89.0,5.0,895.376,14.265,1.0
7404,682.537,195.628,158.0,261.0,6.0,718.26,11.59,1.0
7405,576.998,158.336,52.0,224.0,7.0,610.108,10.033,2.0
7406,491.117,134.448,221.0,192.0,6.0,522.184,8.221,2.0
7407,333.403,92.003,25.0,123.0,5.0,360.907,5.925,2.0
7408,168.754,48.644,51.0,63.0,4.0,192.802,3.516,2.0
7409,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0
7410,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
7411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7421,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0
7422,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0
7423,0.0,0.818,0.0,1.0,0.0,3.329,-2.847,1.0
7424,277.895,76.299,12.0,78.0,1.0,304.203,0.929,2.0
7425,1039.163,294.11,361.0,131.0,3.0,1084.542,9.393,2.0
7426,974.282,278.571,303.0,196.0,4.0,1017.809,9.857,3.0
7427,862.505,257.879,377.0,217.0,5.0,902.941,10.299,3.0
7428,579.952,180.155,440.0,211.0,6.0,613.133,9.323,3.0
7429,315.291,87.619,0.0,107.0,6.0,342.402,6.807,3.0
7430,415.7,114.079,0.0,146.0,6.0,445.032,7.206,3.0
7431,201.318,57.608,0.0,70.0,6.0,226.028,5.878,2.0
7432,92.587,28.928,0.0,35.0,4.0,115.127,2.553,1.0
7433,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0
7434,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
7435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7440,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,1.0
7441,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,1.0
7442,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,1.0
7443,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,1.0
7444,0.0,0.0,0.0,0.0,-3.0,0.0,-3.0,1.0
7445,0.0,0.0,0.0,0.0,-3.0,0.0,-3.0,1.0
7446,0.0,0.0,0.0,0.0,-3.0,0.0,-3.0,1.0
7447,411.121,114.248,157.0,18.0,-2.0,440.349,-0.867,1.0
7448,1214.122,345.923,557.0,64.0,0.0,1264.709,9.638,1.0
7449,1389.575,411.077,731.0,86.0,2.0,1445.697,14.926,1.0
7450,1235.713,381.485,820.0,96.0,5.0,1286.964,14.978,2.0
7451,844.627,286.702,868.0,99.0,6.0,884.58,13.268,2.0
7452,374.945,146.815,886.0,97.0,7.0,403.363,10.045,2.0
7453,256.443,72.822,876.0,92.0,8.0,282.298,8.655,1.0
7454,241.03,68.59,832.0,84.0,8.0,266.561,8.079,1.0
7455,192.257,55.42,733.0,71.0,7.0,216.781,6.585,1.0
7456,129.182,38.574,518.0,47.0,6.0,152.439,4.203,0.0
7457,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
7458,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0
7459,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
7460,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
7461,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
7462,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
7463,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
7464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7471,12.637,8.22,0.0,10.0,0.0,33.655,-4.199,0.0
7472,1022.565,289.901,417.0,76.0,2.0,1067.467,9.166,1.0
7473,359.42,98.684,0.0,116.0,4.0,387.495,5.696,2.0
7474,354.896,98.588,0.0,119.0,7.0,382.871,8.242,1.0
7475,405.669,112.685,0.0,138.0,8.0,434.774,9.733,1.0
7476,620.576,174.531,53.0,235.0,9.0,654.752,12.897,1.0
7477,504.659,140.391,11.0,182.0,9.0,536.042,12.104,1.0
7478,392.69,109.801,0.0,140.0,9.0,421.504,10.886,1.0
7479,301.248,84.697,471.0,117.0,8.0,328.055,8.848,1.0
7480,178.011,51.679,225.0,69.0,7.0,202.246,6.473,0.0
7481,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0
7482,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
7483,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
7484,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0
7485,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0
7486,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0
7487,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0
7488,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0
7489,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
7490,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
7491,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
7492,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
7493,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
